StationUniqueId,AreaName,Lat,Lon,Name
HUBCFO,A-BED,51.6682,-0.56052,Chalfont & Latimer
HUBCHX,1-STR,51.50812,-0.12497,Charing Cross
HUBCLJ,Bus,51.46333,-0.16912,Clapham Junction
HUBCLW,A-STA,51.65447,-0.51865,Chorleywood
HUBCST,A-DOW,51.51158,-0.09079,Cannon Street
HUBCUS,BCD,51.50991,0.02548,Custom House for ExCel
HUBCUT,Bus,51.48144,-0.01122,Cutty Sark for Maritime Greenwich
HUBCYP,Bus,51.41717,-0.07333,Crystal Palace
HUBEAL,Bus,51.51502,-0.30206,Ealing Broadway
HUBECY,ENTT,51.37485,-0.09242,East Croydon
HUBELM,Bridg,51.39835,-0.04949,Elmers End
HUBEPH,A-LON,51.49573,-0.10083,Elephant & Castle
HUBEUS,A-EUS,51.52764,-0.13219,Euston
HUBFPK,A-WEL,51.56521,-0.10779,Finsbury Park
HUBGFD,A-OLD,51.54238,-0.34607,Greenford
HUBGNW,Bus,51.47782,-0.01292,Greenwich
HUBGUN,Bus,51.49247,-0.2752,Gunnersbury
HUBH13,A-BUS,51.47115,-0.45225,Heathrow Terminals 2 & 3
HUBHDN,ACTON,51.53613,-0.25721,Harlesden
HUBHHY,A-HOL,51.54622,-0.1035,Highbury & Islington
HUBHMS,A-BRA,51.4926,-0.22424,Hammersmith
HUBHOH,A-STA,51.57899,-0.33719,Harrow-on-the-Hill
HUBHRW,Bus M,51.59225,-0.33388,Harrow & Wealdstone
HUBHX4,A-TER,51.45905,-0.44665,Heathrow Terminal 4
HUBHX5,A-T5,51.47193,-0.48821,Heathrow Terminal 5
HUBIMP,Bus,51.47555,-0.1831,Imperial Wharf
HUBKGX,A-E-N,51.53024,-0.12354,King's Cross St Pancras
HUBKNL,BRDGE,51.53031,-0.22511,Kensal Green
HUBKNT,Bus,51.5815,-0.31803,Kenton
HUBKPA,Bus,51.496,-0.20799,Kensington (Olympia)
HUBKTN,Bus,51.55094,-0.14082,Kentish Town
HUBKWG,Bus,51.47741,-0.28684,Kew Gardens
HUBLBG,A-DUK,51.50573,-0.0866,London Bridge
HUBLCY,AIRPO,51.50329,0.0498,London City Airport
HUBLEW,Bus,51.46454,-0.01261,Lewisham
HUBLHS,BRANC,51.5123,-0.03922,Limehouse
HUBLST,A-OLD,51.51741,-0.08291,Liverpool Street
HUBMJT,Bus,51.39403,-0.15896,Mitcham Junction
HUBMYB,A-BRC,51.52232,-0.16316,Marylebone
HUBNWB,Bus,51.56257,-0.30582,North Wembley
HUBNWD,BusE,51.39863,-0.07512,Norwood Junction
HUBNWX,AMERS,51.47651,-0.03219,New Cross
HUBNXG,Bus,51.47499,-0.04028,New Cross Gate
HUBOLD,B-NW,51.52588,-0.08803,Old Street
HUBPAD,A-PRA,51.51549,-0.1757,Paddington
HUBQPW,BakNB,51.53404,-0.2052,Queen's Park
HUBRIC,A-REC,51.64045,-0.47343,Rickmansworth
HUBRMD,Bus,51.46341,-0.30208,Richmond
HUBSBP,Bus,51.54396,-0.27461,Stonebridge Park
HUBSDE,Bus,51.51138,-0.05583,Shadwell
HUBSOK,BakNB,51.57035,-0.30863,South Kenton
HUBSPB,A-SHE,51.50462,-0.21814,Shepherd's Bush
HUBSRA,BRIDG,51.54221,-0.00207,Stratford
HUBSRU,A-STA,51.55645,-0.39873,South Ruislip
HUBSVS,A-SEV,51.58189,-0.07519,Seven Sisters
HUBSYD,BHP,51.42761,-0.05463,Sydenham
HUBTCR,A-TOT,51.51657,-0.13016,Tottenham Court Road
HUBTOG,Bus,51.51042,-0.07487,Tower Gateway
HUBTOM,A-STA,51.58851,-0.06044,Tottenham Hale
HUBUPM,BridE,51.5589,0.25327,Upminster
HUBVIC,A-VIC,51.49597,-0.14372,Victoria
HUBVXH,A-SLP,51.48569,-0.12327,Vauxhall
HUBWAT,A-YOR,51.5039,-0.11523,Waterloo
HUBWBP,A-OLD,51.48738,-0.19564,West Brompton
HUBWCY,Bridg,51.37831,-0.10245,West Croydon
HUBWEH,A-MAN,51.52777,0.00504,West Ham
HUBWFJ,Entr,51.66377,-0.39691,Watford Junction
HUBWHC,A-SEL,51.58317,-0.02001,Walthamstow Central
HUBWIJ,BakNB,51.53229,-0.24427,Willesden Junction
HUBWIM,BookH,51.42113,-0.20672,Wimbledon
HUBWMB,Bus,51.55255,-0.29696,Wembley Central
HUBWRU,A-ICK,51.56976,-0.43787,West Ruislip
HUBWSM,A-BRI,51.50095,-0.12495,Westminster
HUBWWA,BED,51.49079,0.06854,Woolwich Arsenal
HUBZCW,Bus,51.49792,-0.04988,Canada Water
HUBZFD,BookH,51.5202,-0.10483,Farringdon
HUBZMG,A-F-E,51.5188,-0.0884,Moorgate
HUBZWL,A-WHI,51.5192,-0.05961,Whitechapel
