UniqueId,StationUniqueId,AreaName,AreaId,Level,Lat,Lon,FriendlyName
910GWNSTDPK-1001312-RPL-W-4,910GWNSTDPK,RPL-W,4,1,51.55174,0.02588,RPL-W
910GWOLWXR-1002162-BH-3,910GWOLWXR,BH,3,0,51.49207,0.07069,BH
910GWOLWXR-1002162-Bus-6,910GWOLWXR,Bus,6,0,51.49111,0.07106,Bus
910GWOLWXR-1002162-EL EB-1,910GWOLWXR,EL EB,1,-1,51.49217,0.07059,EL EB
910GWOLWXR-1002162-EL WB-4,910GWOLWXR,EL WB,4,-1,51.49202,0.0705,EL WB
910GWOLWXR-1002162-Ent-2,910GWOLWXR,Ent,2,0,51.49186,0.07041,Ent
910GWOLWXR-1002162-RLY-5,910GWOLWXR,RLY,5,0,51.49211,0.07043,RLY
910GWSUTTON-1001333-BUS-3,910GWSUTTON,BUS,3,0,51.36623,-0.20553,BUS
910GWSUTTON-1001333-Entr-2,910GWSUTTON,Entr,2,0,51.3658,-0.20558,Entr
910GWSUTTON-1001333-RPL-1,910GWSUTTON,RPL,1,1,51.36609,-0.20473,RPL
940GZZALGWP-1020079-MET-2,940GZZALGWP,MET,2,1,51.49986,0.00799,MET
940GZZALGWP-1020079-PLT-3,940GZZALGWP,PLT,3,1,51.49987,0.00801,PLT
940GZZALGWP-1020079-TMU-1,940GZZALGWP,TMU,1,0,51.49984,0.00798,TMU
940GZZALRDK-1020078-Bus-4,940GZZALRDK,Bus,4,0,51.50809,0.01787,Bus
940GZZALRDK-1020078-MET-2,940GZZALRDK,MET,2,1,51.50755,0.0177,MET
940GZZALRDK-1020078-PLT-3,940GZZALRDK,PLT,3,1,51.50753,0.01765,PLT
940GZZALRDK-1020078-TMU-1,940GZZALRDK,TMU,1,0,51.50773,0.01772,TMU
940GZZBPSUST-1002195-BH-2,940GZZBPSUST,BH,2,0,51.47993,-0.14214,BH
940GZZBPSUST-1002195-Bus-6,940GZZBPSUST,Bus,6,0,51.47991,-0.14216,Bus
940GZZBPSUST-1002195-Ent-1,940GZZBPSUST,Ent,1,0,51.47975,-0.14238,Ent
940GZZBPSUST-1002195-Lan-3,940GZZBPSUST,Lan,3,-1,51.4802,-0.14137,Lan
940GZZBPSUST-1002195-P1-4,940GZZBPSUST,P1,4,-2,51.47991,-0.14256,P1
940GZZBPSUST-1002195-P2-5,940GZZBPSUST,P2,5,-2,51.47981,-0.14242,P2
940GZZCRADD-1002002-Bus-1,940GZZCRADD,Bus,1,0,51.38015,-0.07336,Bus
940GZZCRADD-1002002-ENTN-3,940GZZCRADD,ENTN,3,0,51.38021,-0.07304,ENTN
940GZZCRADD-1002002-ENTS-4,940GZZCRADD,ENTS,4,0,51.37948,-0.07307,ENTS
940GZZCRADD-1002002-Tram-2,940GZZCRADD,Tram,2,0,51.37975,-0.07306,Tram
940GZZCRADV-1002001-ENT-1,940GZZCRADV,ENT,1,0,51.35649,-0.0324,ENT
940GZZCRADV-1002001-Tram-2,940GZZCRADV,Tram,2,0,51.35644,-0.03247,Tram
940GZZCRAMP-1002004-ENTE-1,940GZZCRAMP,ENTE,1,0,51.38214,-0.12344,ENTE
940GZZCRAMP-1002004-ENTW-3,940GZZCRAMP,ENTW,3,0,51.38222,-0.12386,ENTW
940GZZCRAMP-1002004-Tram-2,940GZZCRAMP,Tram,2,0,51.38225,-0.12365,Tram
940GZZCRARA-1002005-Bus-1,940GZZCRARA,Bus,1,0,51.38933,-0.05653,Bus
940GZZCRARA-1002005-ENTE-3,940GZZCRARA,ENTE,3,0,51.38961,-0.05626,ENTE
940GZZCRARA-1002005-ENTW-4,940GZZCRARA,ENTW,4,0,51.39132,-0.05943,ENTW
940GZZCRARA-1002005-Tram-2,940GZZCRARA,Tram,2,0,51.39123,-0.05872,Tram
940GZZCRAVE-1002006-ENT-1,940GZZCRAVE,ENT,1,0,51.40689,-0.04888,ENT
940GZZCRAVE-1002006-TRAM-2,940GZZCRAVE,TRAM,2,0,51.4068,-0.04948,TRAM
940GZZCRBED-1002013-Bus-1,940GZZCRBED,Bus,1,0,51.38811,-0.14108,Bus
940GZZCRBED-1002013-ENT-3,940GZZCRBED,ENT,3,0,51.38914,-0.14175,ENT
940GZZCRBED-1002013-Tram-2,940GZZCRBED,Tram,2,0,51.3893,-0.14241,Tram
940GZZCRBGV-1002014-BUS-1,940GZZCRBGV,BUS,1,0,51.39934,-0.17952,BUS
940GZZCRBGV-1002014-ENTN-3,940GZZCRBGV,ENTN,3,0,51.4011,-0.17774,ENTN
940GZZCRBGV-1002014-ENTS-4,940GZZCRBGV,ENTS,4,0,51.40077,-0.17859,ENTS
940GZZCRBGV-1002014-TRAM-2,940GZZCRBGV,TRAM,2,0,51.40096,-0.17807,TRAM
940GZZCRBLA-1002017-Bus-1,940GZZCRBLA,Bus,1,0,51.38568,-0.07174,Bus
940GZZCRBLA-1002017-ENT-3,940GZZCRBLA,ENT,3,0,51.38462,-0.0708,ENT
940GZZCRBLA-1002017-Tram-2,940GZZCRBLA,Tram,2,0,51.38475,-0.07056,Tram
940GZZCRBRD-1002010-Bus-1,940GZZCRBRD,Bus,1,0,51.40936,-0.04363,Bus
940GZZCRBRD-1002010-ENT-3,940GZZCRBRD,ENT,3,0,51.40934,-0.04336,ENT
940GZZCRBRD-1002010-Tram-2,940GZZCRBRD,Tram,2,0,51.40945,-0.04302,Tram
940GZZCRCEN-1002040-ENT-2,940GZZCRCEN,ENT,2,0,51.37398,-0.09875,ENT
940GZZCRCEN-1002040-Tram-1,940GZZCRCEN,Tram,1,0,51.37381,-0.09877,Tram
940GZZCRCHR-1002023-Bus-1,940GZZCRCHR,Bus,1,0,51.37401,-0.10508,Bus
940GZZCRCHR-1002023-ENT-3,940GZZCRCHR,ENT,3,0,51.37389,-0.1048,ENT
940GZZCRCHR-1002023-Tram-2,940GZZCRCHR,Tram,2,0,51.3739,-0.1049,Tram
940GZZCRCOO-1002024-Bus-1,940GZZCRCOO,Bus,1,0,51.35936,-0.05547,Bus
940GZZCRCOO-1002024-CLB-3,940GZZCRCOO,CLB,3,0,51.35955,-0.05953,CLB
940GZZCRCOO-1002024-ENTN-4,940GZZCRCOO,ENTN,4,0,51.35987,-0.05862,ENTN
940GZZCRCOO-1002024-ENTS-5,940GZZCRCOO,ENTS,5,0,51.35955,-0.05923,ENTS
940GZZCRCOO-1002024-Tram-2,940GZZCRCOO,Tram,2,0,51.35964,-0.05919,Tram
940GZZCRCTR-1002042-Bus-1,940GZZCRCTR,Bus,1,0,51.37586,-0.10377,Bus
940GZZCRCTR-1002042-ENT-3,940GZZCRCTR,ENT,3,0,51.37593,-0.10361,ENT
940GZZCRCTR-1002042-Tram-2,940GZZCRCTR,Tram,2,0,51.37601,-0.10355,Tram
940GZZCRDDR-1002031-ENT-1,940GZZCRDDR,ENT,1,0,51.41743,-0.20751,ENT
940GZZCRDDR-1002031-Tram-2,940GZZCRDDR,Tram,2,0,51.41755,-0.20768,Tram
940GZZCRFLD-1002038-Bus-1,940GZZCRFLD,Bus,1,0,51.3509,-0.02393,Bus
940GZZCRFLD-1002038-ENT-3,940GZZCRFLD,ENT,3,0,51.3513,-0.02425,ENT
940GZZCRFLD-1002038-Tram-2,940GZZCRFLD,Tram,2,0,51.35161,-0.02471,Tram
940GZZCRGRA-1002041-Bus1-1,940GZZCRGRA,Bus1,1,0,51.35279,-0.03751,Bus1
940GZZCRGRA-1002041-Bus2-3,940GZZCRGRA,Bus2,3,0,51.35475,-0.04291,Bus2
940GZZCRGRA-1002041-ENT-4,940GZZCRGRA,ENT,4,0,51.35467,-0.04235,ENT
940GZZCRGRA-1002041-Tram-2,940GZZCRGRA,Tram,2,0,51.35459,-0.04305,Tram
940GZZCRHAR-1002045-ENT-1,940GZZCRHAR,ENT,1,0,51.39944,-0.06038,ENT
940GZZCRHAR-1002045-Tram-2,940GZZCRHAR,Tram,2,0,51.39951,-0.06038,Tram
940GZZCRKGH-1002050-Bus-1,940GZZCRKGH,Bus,1,0,51.34558,-0.02053,Bus
940GZZCRKGH-1002050-ENTN-3,940GZZCRKGH,ENTN,3,0,51.34614,-0.02085,ENTN
940GZZCRKGH-1002050-ENTS-4,940GZZCRKGH,ENTS,4,0,51.34508,-0.01998,ENTS
940GZZCRKGH-1002050-Tram-2,940GZZCRKGH,Tram,2,0,51.34558,-0.02053,Tram
940GZZCRLEB-1002052-Bus-1,940GZZCRLEB,Bus,1,0,51.37518,-0.08469,Bus
940GZZCRLEB-1002052-ENT-3,940GZZCRLEB,ENT,3,0,51.3752,-0.085,ENT
940GZZCRLEB-1002052-Tram-2,940GZZCRLEB,Tram,2,0,51.37507,-0.08442,Tram
940GZZCRLOY-1002055-Bus-1,940GZZCRLOY,Bus,1,0,51.36424,-0.08178,Bus
940GZZCRLOY-1002055-ENT-3,940GZZCRLOY,ENT,3,0,51.36417,-0.08232,ENT
940GZZCRLOY-1002055-Tram-2,940GZZCRLOY,Tram,2,0,51.36425,-0.08226,Tram
940GZZCRMCH-1002058-Bus-1,940GZZCRMCH,Bus,1,0,51.3974,-0.17289,Bus
940GZZCRMCH-1002058-ENT-3,940GZZCRMCH,ENT,3,0,51.39778,-0.17258,ENT
940GZZCRMCH-1002058-Tram-2,940GZZCRMCH,Tram,2,0,51.39762,-0.17249,Tram
940GZZCRMDN-1002060-Bus-1,940GZZCRMDN,Bus,1,0,51.40929,-0.19239,Bus
940GZZCRMDN-1002060-ENT-3,940GZZCRMDN,ENT,3,0,51.40876,-0.19247,ENT
940GZZCRMDN-1002060-Tram-2,940GZZCRMDN,Tram,2,0,51.40872,-0.19258,Tram
940GZZCRMTP-1002057-Bus-1,940GZZCRMTP,Bus,1,0,51.4148,-0.20143,Bus
940GZZCRMTP-1002057-ENT-3,940GZZCRMTP,ENT,3,0,51.41436,-0.20214,ENT
940GZZCRMTP-1002057-Tram-2,940GZZCRMTP,Tram,2,0,51.41389,-0.2015,Tram
940GZZCRNWA-1002062-Bus-1,940GZZCRNWA,Bus,1,0,51.34313,-0.01781,Bus
940GZZCRNWA-1002062-ENT-3,940GZZCRNWA,ENT,3,0,51.34313,-0.01755,ENT
940GZZCRNWA-1002062-Tram-2,940GZZCRNWA,Tram,2,0,51.34313,-0.01781,Tram
940GZZCRPHI-1002063-BUS-1,940GZZCRPHI,BUS,1,0,51.40423,-0.18225,BUS
940GZZCRPHI-1002063-ENT-2,940GZZCRPHI,ENT,2,0,51.40398,-0.18164,ENT
940GZZCRPHI-1002063-Tram-3,940GZZCRPHI,Tram,3,0,51.40338,-0.18231,Tram
940GZZCRRVC-1002068-ENT-1,940GZZCRRVC,ENT,1,0,51.37474,-0.10624,ENT
940GZZCRRVC-1002068-Tram-2,940GZZCRRVC,Tram,2,0,51.37491,-0.10632,Tram
940GZZCRSAN-1002072-Bus-1,940GZZCRSAN,Bus,1,0,51.37516,-0.07891,Bus
940GZZCRSAN-1002072-ENT-3,940GZZCRSAN,ENT,3,0,51.37516,-0.07923,ENT
940GZZCRSAN-1002072-Tram-2,940GZZCRSAN,Tram,2,0,51.375,-0.07803,Tram
940GZZCRTPA-1002075-Bus-1,940GZZCRTPA,Bus,1,0,51.38597,-0.13089,Bus
940GZZCRTPA-1002075-ENTN-3,940GZZCRTPA,ENTN,3,0,51.38561,-0.12855,ENTN
940GZZCRTPA-1002075-ENTS-4,940GZZCRTPA,ENTS,4,0,51.38546,-0.12911,ENTS
940GZZCRTPA-1002075-MET-2,940GZZCRTPA,MET,2,0,51.38553,-0.12858,MET
940GZZCRWAD-1002078-BUS-1,940GZZCRWAD,BUS,1,0,51.37668,-0.11835,BUS
940GZZCRWAD-1002078-ENTE-4,940GZZCRWAD,ENTE,4,0,51.37789,-0.1188,ENTE
940GZZCRWAD-1002078-ENTW-3,940GZZCRWAD,ENTW,3,0,51.37747,-0.11869,ENTW
940GZZCRWAD-1002078-Tram-2,940GZZCRWAD,Tram,2,0,51.37763,-0.11873,Tram
940GZZCRWAN-1002079-ENT-2,940GZZCRWAN,ENT,2,0,51.37316,-0.1131,ENT
940GZZCRWAN-1002079-Tram-1,940GZZCRWAN,Tram,1,0,51.3734,-0.11328,Tram
940GZZCRWEL-1002081-ENT-2,940GZZCRWEL,ENT,2,0,51.37537,-0.09755,ENT
940GZZCRWEL-1002081-Tram-1,940GZZCRWEL,Tram,1,0,51.37542,-0.09752,Tram
940GZZCRWOD-1002086-BUSN-3,940GZZCRWOD,BUSN,3,0,51.38825,-0.06484,BUSN
940GZZCRWOD-1002086-BUSS-1,940GZZCRWOD,BUSS,1,0,51.38702,-0.06419,BUSS
940GZZCRWOD-1002086-ENT-4,940GZZCRWOD,ENT,4,0,51.38732,-0.06458,ENT
940GZZCRWOD-1002086-Tram-2,940GZZCRWOD,Tram,2,0,51.38705,-0.06518,Tram
940GZZDLABR-1003006-ABBEY-1,940GZZDLABR,ABBEY,1,1,51.53209,0.00383,ABBEY
940GZZDLABR-1003006-B+R-6,940GZZDLABR,B+R,6,0,51.53269,0.00365,B+R
940GZZDLABR-1003006-BAKER-4,940GZZDLABR,BAKER,4,0,51.5327,0.0037,BAKER
940GZZDLABR-1003006-BOOKH-2,940GZZDLABR,BOOKH,2,1,51.53228,0.00362,BOOKH
940GZZDLABR-1003006-BUS-7,940GZZDLABR,BUS,7,0,51.53223,0.00418,BUS
940GZZDLABR-1003006-DLRN-3,940GZZDLABR,DLRN,3,0,51.53244,0.00364,DLRN
940GZZDLABR-1003006-DLRS-5,940GZZDLABR,DLRS,5,0,51.53245,0.00376,DLRS
940GZZDLALL-1002003-BUS-3,940GZZDLALL,BUS,3,0,51.5112,-0.01311,BUS
940GZZDLALL-1002003-CONC-5,940GZZDLALL,CONC,5,0,51.51118,-0.01316,CONC
940GZZDLALL-1002003-DLR-N-2,940GZZDLALL,DLR-N,2,-1,51.51102,-0.01316,DLR-N
940GZZDLALL-1002003-DLR-S-4,940GZZDLALL,DLR-S,4,-1,51.51102,-0.01309,DLR-S
940GZZDLALL-1002003-EAST-1,940GZZDLALL,EAST,1,0,51.51113,-0.01291,EAST
940GZZDLBEC-1002011-Bus-3,940GZZDLBEC,Bus,3,0,51.51474,0.06065,Bus
940GZZDLBEC-1002011-CONC-4,940GZZDLBEC,CONC,4,0,51.51432,0.06083,CONC
940GZZDLBEC-1002011-DLR1-2,940GZZDLBEC,DLR1,2,1,51.51437,0.06118,DLR1
940GZZDLBEC-1002011-DLR2-5,940GZZDLBEC,DLR2,5,1,51.51432,0.06121,DLR2
940GZZDLBEC-1002011-WOOLW-1,940GZZDLBEC,WOOLW,1,0,51.51432,0.06064,WOOLW
940GZZDLBLA-1002018-Bus-3,940GZZDLBLA,Bus,3,0,51.50827,-0.00713,Bus
940GZZDLBLA-1002018-DITCH-1,940GZZDLBLA,DITCH,1,0,51.50807,-0.00697,DITCH
940GZZDLBLA-1002018-DLR-E-2,940GZZDLBLA,DLR-E,2,1,51.50804,-0.00676,DLR-E
940GZZDLBLA-1002018-DLR-W-4,940GZZDLBLA,DLR-W,4,1,51.50798,-0.0067,DLR-W
940GZZDLBLA-1002018-MET-5,940GZZDLBLA,MET,5,0,51.50793,-0.00654,MET
940GZZDLBOW-1002019-BOWRD-3,940GZZDLBOW,BOWRD,3,0,51.52781,-0.02094,BOWRD
940GZZDLBOW-1002019-Bus-1,940GZZDLBOW,Bus,1,0,51.52786,-0.02097,Bus
940GZZDLBOW-1002019-DLR-N-2,940GZZDLBOW,DLR-N,2,-1,51.52767,-0.02086,DLR-N
940GZZDLBOW-1002019-DLR-S-4,940GZZDLBOW,DLR-S,4,-1,51.52769,-0.02077,DLR-S
940GZZDLBOW-1002019-MET-5,940GZZDLBOW,MET,5,0,51.5277,-0.02083,MET
940GZZDLBPK-1002012-BRDGE-5,940GZZDLBPK,BRDGE,5,0,51.50877,0.05497,BRDGE
940GZZDLBPK-1002012-Bus-3,940GZZDLBPK,Bus,3,0,51.50931,0.05503,Bus
940GZZDLBPK-1002012-DLR-E-2,940GZZDLBPK,DLR-E,2,-1,51.5088,0.05502,DLR-E
940GZZDLBPK-1002012-DLR-W-4,940GZZDLBPK,DLR-W,4,-1,51.50873,0.05499,DLR-W
940GZZDLBPK-1002012-STRAI-1,940GZZDLBPK,STRAI,1,0,51.50927,0.05485,STRAI
940GZZDLCLA-1002025-Bus-3,940GZZDLCLA,Bus,3,0,51.49592,-0.01414,Bus
940GZZDLCLA-1002025-CONCA-6,940GZZDLCLA,CONCA,6,0,51.49542,-0.01469,CONCA
940GZZDLCLA-1002025-CONCB-7,940GZZDLCLA,CONCB,7,1,51.49527,-0.0146,CONCB
940GZZDLCLA-1002025-CROB-5,940GZZDLCLA,CROB,5,0,51.49537,-0.01442,CROB
940GZZDLCLA-1002025-CROSA-1,940GZZDLCLA,CROSA,1,0,51.49603,-0.0142,CROSA
940GZZDLCLA-1002025-DLR_S-4,940GZZDLCLA,DLR_S,4,2,51.49574,-0.0144,DLR_S
940GZZDLCLA-1002025-DLR-N-2,940GZZDLCLA,DLR-N,2,2,51.49581,-0.01452,DLR-N
940GZZDLCYP-1002028-BRDGE-6,940GZZDLCYP,BRDGE,6,0,51.50849,0.06398,BRDGE
940GZZDLCYP-1002028-Bus-3,940GZZDLCYP,Bus,3,0,51.50916,0.06488,Bus
940GZZDLCYP-1002028-DLR-E-2,940GZZDLCYP,DLR-E,2,-1,51.50852,0.06394,DLR-E
940GZZDLCYP-1002028-DLR-W-5,940GZZDLCYP,DLR-W,5,-1,51.50846,0.06391,DLR-W
940GZZDLCYP-1002028-STRAI-1,940GZZDLCYP,STRAI,1,0,51.50882,0.06357,STRAI
940GZZDLCYP-1002028-UNIVE-4,940GZZDLCYP,UNIVE,4,0,51.5076,0.06393,UNIVE
940GZZDLDEP-1002029-BCQ-6,940GZZDLDEP,BCQ,6,0,51.47441,-0.02279,BCQ
940GZZDLDEP-1002029-BusNP-5,940GZZDLDEP,BusNP,5,0,51.47552,-0.02335,BusNP
940GZZDLDEP-1002029-BusST-1,940GZZDLDEP,BusST,1,0,51.4745,-0.02304,BusST
940GZZDLDEP-1002029-C-8,940GZZDLDEP,C,8,0,51.47422,-0.02229,C
940GZZDLDEP-1002029-DEP-N-3,940GZZDLDEP,DEP-N,3,0,51.47445,-0.02246,DEP-N
940GZZDLDEP-1002029-DEP-S-4,940GZZDLDEP,DEP-S,4,0,51.47429,-0.02261,DEP-S
940GZZDLDEP-1002029-DLR-N-7,940GZZDLDEP,DLR-N,7,1,51.47431,-0.02249,DLR-N
940GZZDLDEP-1002029-DLR-S-2,940GZZDLDEP,DLR-S,2,-1,51.47432,-0.02239,DLR-S
940GZZDLDEV-1002030-CONC-5,940GZZDLDEV,CONC,5,-1,51.52259,-0.01737,CONC
940GZZDLDEV-1002030-CSB-3,940GZZDLDEV,CSB,3,0,51.52264,-0.01854,CSB
940GZZDLDEV-1002030-DEVON-1,940GZZDLDEV,DEVON,1,0,51.52268,-0.01748,DEVON
940GZZDLDEV-1002030-DLR-N-2,940GZZDLDEV,DLR-N,2,-2,51.52248,-0.01751,DLR-N
940GZZDLDEV-1002030-DLR-S-4,940GZZDLDEV,DLR-S,4,-2,51.52251,-0.01742,DLR-S
940GZZDLDEV-1002030-DRB-6,940GZZDLDEV,DRB,6,0,51.52289,-0.01628,DRB
940GZZDLEIN-1002033-ASPEN-1,940GZZDLEIN,ASPEN,1,0,51.50944,-0.00263,ASPEN
940GZZDLEIN-1002033-BLACK-5,940GZZDLEIN,BLACK,5,0,51.50949,-0.00167,BLACK
940GZZDLEIN-1002033-BookH-4,940GZZDLEIN,BookH,4,1,51.50956,-0.0023,BookH
940GZZDLEIN-1002033-DLR-E-3,940GZZDLEIN,DLR-E,3,2,51.50947,-0.00202,DLR-E
940GZZDLEIN-1002033-DLR-W-6,940GZZDLEIN,DLR-W,6,2,51.50941,-0.00182,DLR-W
940GZZDLEIN-1002033-SOUTH-2,940GZZDLEIN,SOUTH,2,0,51.50968,-0.0024,SOUTH
940GZZDLELV-1002035-Bus-1,940GZZDLELV,Bus,1,0,51.46844,-0.01876,Bus
940GZZDLELV-1002035-CONNI-4,940GZZDLELV,CONNI,4,0,51.46857,-0.016,CONNI
940GZZDLELV-1002035-DLR-N-5,940GZZDLELV,DLR-N,5,0,51.4686,-0.01633,DLR-N
940GZZDLELV-1002035-DLR-S-2,940GZZDLELV,DLR-S,2,-1,51.46861,-0.01619,DLR-S
940GZZDLELV-1002035-ELVER-3,940GZZDLELV,ELVER,3,0,51.46895,-0.01668,ELVER
940GZZDLELV-1002035-MET-6,940GZZDLELV,MET,6,0,51.46876,-0.01687,MET
940GZZDLGAL-1002039-Bus-3,940GZZDLGAL,Bus,3,0,51.50857,0.07249,Bus
940GZZDLGAL-1002039-CONC-5,940GZZDLGAL,CONC,5,0,51.50897,0.07196,CONC
940GZZDLGAL-1002039-DLR-E-2,940GZZDLGAL,DLR-E,2,1,51.50904,0.07173,DLR-E
940GZZDLGAL-1002039-DLR-W-4,940GZZDLGAL,DLR-W,4,1,51.50902,0.07183,DLR-W
940GZZDLGAL-1002039-SLIP-1,940GZZDLGAL,SLIP,1,0,51.50875,0.07196,SLIP
940GZZDLHEQ-1002046-Bus-3,940GZZDLHEQ,Bus,3,0,51.50324,-0.02089,Bus
940GZZDLHEQ-1002046-CONC-5,940GZZDLHEQ,CONC,5,0,51.50318,-0.02156,CONC
940GZZDLHEQ-1002046-DLR-N-4,940GZZDLHEQ,DLR-N,4,1,51.5032,-0.0215,DLR-N
940GZZDLHEQ-1002046-DLR-S-2,940GZZDLHEQ,DLR-S,2,1,51.50315,-0.02139,DLR-S
940GZZDLHEQ-1002046-HERON-1,940GZZDLHEQ,HERON,1,0,51.50317,-0.02134,HERON
940GZZDLISL-1002048-Bus-4,940GZZDLISL,Bus,4,0,51.48767,-0.01036,Bus
940GZZDLISL-1002048-DLRNB-3,940GZZDLISL,DLRNB,3,-1,51.4881,-0.01057,DLRNB
940GZZDLISL-1002048-DLRSB-5,940GZZDLISL,DLRSB,5,-1,51.48807,-0.01043,DLRSB
940GZZDLISL-1002048-MANCH-2,940GZZDLISL,MANCH,2,0,51.48782,-0.01001,MANCH
940GZZDLKGV-1002009-BridE-4,940GZZDLKGV,BridE,4,1,51.50192,0.06304,BridE
940GZZDLKGV-1002009-BridW-5,940GZZDLKGV,BridW,5,1,51.50202,0.06164,BridW
940GZZDLKGV-1002009-DKST-2,940GZZDLKGV,DKST,2,0,51.50194,0.06177,DKST
940GZZDLKGV-1002009-DLRNB-1,940GZZDLKGV,DLRNB,1,0,51.50198,0.0622,DLRNB
940GZZDLKGV-1002009-DLRSB-6,940GZZDLKGV,DLRSB,6,0,51.50204,0.06225,DLRSB
940GZZDLKGV-1002009-PIER-3,940GZZDLKGV,PIER,3,0,51.50189,0.06309,PIER
940GZZDLLDP-1002034-BOOKH-4,940GZZDLLDP,BOOKH,4,0,51.51512,-0.01427,BOOKH
940GZZDLLDP-1002034-BRDGE-7,940GZZDLLDP,BRDGE,7,1,51.51511,-0.01412,BRDGE
940GZZDLLDP-1002034-BUS-5,940GZZDLLDP,BUS,5,0,51.51459,-0.01462,BUS
940GZZDLLDP-1002034-CARME-2,940GZZDLLDP,CARME,2,0,51.51504,-0.01447,CARME
940GZZDLLDP-1002034-DLR-N-6,940GZZDLLDP,DLR-N,6,0,51.51521,-0.01418,DLR-N
940GZZDLLDP-1002034-DLR-S-1,940GZZDLLDP,DLR-S,1,0,51.51524,-0.01408,DLR-S
940GZZDLLDP-1002034-HAYCU-3,940GZZDLLDP,HAYCU,3,0,51.5152,-0.01405,HAYCU
940GZZDLMUD-1002061-Bus-1,940GZZDLMUD,Bus,1,0,51.49066,-0.01454,Bus
940GZZDLMUD-1002061-BusS-7,940GZZDLMUD,BusS,7,0,51.49031,-0.01509,BusS
940GZZDLMUD-1002061-DLR-N-3,940GZZDLMUD,DLR-N,3,-1,51.49141,-0.015,DLR-N
940GZZDLMUD-1002061-DLR-S-4,940GZZDLMUD,DLR-S,4,-1,51.49137,-0.01484,DLR-S
940GZZDLMUD-1002061-EAST-2,940GZZDLMUD,EAST,2,0,51.49118,-0.01469,EAST
940GZZDLMUD-1002061-MET-6,940GZZDLMUD,MET,6,0,51.49124,-0.01483,MET
940GZZDLMUD-1002061-SPIND-5,940GZZDLMUD,SPIND,5,0,51.49097,-0.01496,SPIND
940GZZDLPDK-1002099-DLR-E-1,940GZZDLPDK,DLR-E,1,1,51.5023,0.0334,DLR-E
940GZZDLPDK-1002099-DLR-W-3,940GZZDLPDK,DLR-W,3,1,51.50225,0.03337,DLR-W
940GZZDLPDK-1002099-MEt-4,940GZZDLPDK,MEt,4,0,51.50236,0.0333,MEt
940GZZDLPDK-1002099-NWR-2,940GZZDLPDK,NWR,2,0,51.50248,0.03338,NWR
940GZZDLPOP-1002064-ASPEN-3,940GZZDLPOP,ASPEN,3,0,51.50743,-0.01786,ASPEN
940GZZDLPOP-1002064-BRIDG-5,940GZZDLPOP,BRIDG,5,2,51.50777,-0.01787,BRIDG
940GZZDLPOP-1002064-CONC-6,940GZZDLPOP,CONC,6,0,51.50771,-0.01788,CONC
940GZZDLPOP-1002064-DLREB-7,940GZZDLPOP,DLREB,7,1,51.50778,-0.01709,DLREB
940GZZDLPOP-1002064-DLRES-2,940GZZDLPOP,DLRES,2,1,51.50773,-0.01708,DLRES
940GZZDLPOP-1002064-DLRWB-8,940GZZDLPOP,DLRWB,8,1,51.5076,-0.01712,DLRWB
940GZZDLPOP-1002064-DLRWL-4,940GZZDLPOP,DLRWL,4,1,51.50767,-0.01707,DLRWL
940GZZDLPOP-1002064-PopHS-1,940GZZDLPOP,PopHS,1,0,51.508,-0.01773,PopHS
940GZZDLPRE-1002065-Bridg-3,940GZZDLPRE,Bridg,3,1,51.50918,0.03405,Bridg
940GZZDLPRE-1002065-CONNA-1,940GZZDLPRE,CONNA,1,0,51.50957,0.0342,CONNA
940GZZDLPRE-1002065-DLREB-2,940GZZDLPRE,DLREB,2,0,51.50949,0.03349,DLREB
940GZZDLPRE-1002065-DLRWB-5,940GZZDLPRE,DLRWB,5,0,51.50944,0.03337,DLRWB
940GZZDLPRE-1002065-EXC-4,940GZZDLPRE,EXC,4,0,51.5091,0.03365,EXC
940GZZDLPUD-1002066-BOOK-4,940GZZDLPUD,BOOK,4,0,51.53406,-0.01315,BOOK
940GZZDLPUD-1002066-DLR-E-2,940GZZDLPUD,DLR-E,2,1,51.53402,-0.01326,DLR-E
940GZZDLPUD-1002066-DLR-W-3,940GZZDLPUD,DLR-W,3,1,51.53399,-0.01317,DLR-W
940GZZDLPUD-1002066-PUDDI-1,940GZZDLPUD,PUDDI,1,0,51.53401,-0.0131,PUDDI
940GZZDLRAL-1002070-Bus-3,940GZZDLRAL,Bus,3,0,51.50811,0.04637,Bus
940GZZDLRAL-1002070-CONC-5,940GZZDLRAL,CONC,5,0,51.50834,0.04601,CONC
940GZZDLRAL-1002070-DLR-E-2,940GZZDLRAL,DLR-E,2,1,51.5085,0.04603,DLR-E
940GZZDLRAL-1002070-DLR-W-4,940GZZDLRAL,DLR-W,4,1,51.50842,0.04601,DLR-W
940GZZDLRAL-1002070-ROYAL-1,940GZZDLRAL,ROYAL,1,0,51.50809,0.04572,ROYAL
940GZZDLRVC-1002071-BookH-3,940GZZDLRVC,BookH,3,2,51.50921,0.01863,BookH
940GZZDLRVC-1002071-Bus-6,940GZZDLRVC,Bus,6,0,51.50902,0.0187,Bus
940GZZDLRVC-1002071-DLR-E-2,940GZZDLRVC,DLR-E,2,1,51.50922,0.01806,DLR-E
940GZZDLRVC-1002071-DLR-W-5,940GZZDLRVC,DLR-W,5,0,51.50914,0.01811,DLR-W
