UniqueId,StationUniqueId,AreaName,AreaId,Level,Lat,Lon,FriendlyName
910GACTNCTL-1001002-AC-3,910GACTNCTL,AC,3,0,51.50862,-0.26351,AC
910GACTNCTL-1001002-Bus-1,910GACTNCTL,Bus,1,0,51.50651,-0.26372,Bus
910GACTNCTL-1001002-ENTR-7,910GACTNCTL,ENTR,7,0,51.50892,-0.2626,ENTR
910GACTNCTL-1001002-RLY-4,910GACTNCTL,RLY,4,1,51.50865,-0.26293,RLY
910GACTNCTL-1001002-RPL-2,910GACTNCTL,RPL,2,1,51.50865,-0.26306,RPL
910GACTNCTL-1001002-RPL-5,910GACTNCTL,RPL,5,1,51.50865,-0.26271,RPL
910GACTNCTL-1001002-Sub-6,910GACTNCTL,Sub,6,-1,51.50856,-0.26325,Sub
910GACTONML-1001003-AC-B-3,910GACTONML,AC-B,3,0,51.51732,-0.26669,AC-B
910GACTONML-1001003-AC-S-6,910GACTONML,AC-S,6,0,51.5168,-0.26736,AC-S
910GACTONML-1001003-Bus-1,910GACTONML,Bus,1,0,51.51772,-0.26612,Bus
910GACTONML-1001003-RLY-4,910GACTONML,RLY,4,0,51.5169,-0.26766,RLY
910GACTONML-1001003-RPL1-2,910GACTONML,RPL1,2,-1,51.51675,-0.26968,RPL1
910GACTONML-1001003-RPL2-5,910GACTONML,RPL2,5,-1,51.51693,-0.26973,RPL2
910GANERLEY-1001007-AcAne-3,910GANERLEY,AcAne,3,0,51.41221,-0.06544,AcAne
910GANERLEY-1001007-AcRis-5,910GANERLEY,AcRis,5,0,51.4121,-0.06629,AcRis
910GANERLEY-1001007-Bridg-70,910GANERLEY,Bridg,70,1,51.41264,-0.06533,Bridg
910GANERLEY-1001007-Bus-1,910GANERLEY,Bus,1,0,51.41206,-0.06567,Bus
910GANERLEY-1001007-RLY-4,910GANERLEY,RLY,4,0,51.41267,-0.06543,RLY
910GANERLEY-1001007-RPL-N-6,910GANERLEY,RPL-N,6,0,51.41251,-0.06553,RPL-N
910GANERLEY-1001007-RPL-S-2,910GANERLEY,RPL-S,2,0,51.41247,-0.06538,RPL-S
910GBCKNHMH-1001017-Bus-1,910GBCKNHMH,Bus,1,0,51.42375,-0.01489,Bus
910GBCKNHMH-1001017-EntM-6,910GBCKNHMH,EntM,6,-1,51.4248,-0.01581,EntM
910GBCKNHMH-1001017-EntS-5,910GBCKNHMH,EntS,5,0,51.42446,-0.01636,EntS
910GBCKNHMH-1001017-FBdg-7,910GBCKNHMH,FBdg,7,1,51.42474,-0.01628,FBdg
910GBCKNHMH-1001017-RLY-4,910GBCKNHMH,RLY,4,0,51.42464,-0.01631,RLY
910GBCKNHMH-1001017-RPL-N-2,910GBCKNHMH,RPL-N,2,0,51.42473,-0.01651,RPL-N
910GBCKNHMH-1001017-RPL-S-3,910GBCKNHMH,RPL-S,3,0,51.42483,-0.01617,RPL-S
910GBELNGHM-1001019-Entr-4,910GBELNGHM,Entr,4,1,51.43278,-0.01948,Entr
910GBELNGHM-1001019-FBdg-5,910GBELNGHM,FBdg,5,1,51.43287,-0.01933,FBdg
910GBELNGHM-1001019-RLY-3,910GBELNGHM,RLY,3,0,51.43387,-0.02044,RLY
910GBELNGHM-1001019-RPL N-1,910GBELNGHM,RPL N,1,0,51.43295,-0.01953,RPL N
910GBELNGHM-1001019-RPL S-2,910GBELNGHM,RPL S,2,0,51.43299,-0.01936,RPL S
910GBHILLPK-1001042-BRDGE-7,910GBHILLPK,BRDGE,7,1,51.6413,-0.06916,BRDGE
910GBHILLPK-1001042-Bus-4,910GBHILLPK,Bus,4,0,51.64139,-0.06856,Bus
910GBHILLPK-1001042-EntrM-2,910GBHILLPK,EntrM,2,0,51.64162,-0.069,EntrM
910GBHILLPK-1001042-EntrQ-6,910GBHILLPK,EntrQ,6,0,51.64137,-0.06962,EntrQ
910GBHILLPK-1001042-RLY-3,910GBHILLPK,RLY,3,0,51.64152,-0.06922,RLY
910GBHILLPK-1001042-RPL-N-1,910GBHILLPK,RPL-N,1,0,51.64183,-0.06961,RPL-N
910GBHILLPK-1001042-RPL-S-5,910GBHILLPK,RPL-S,5,0,51.64187,-0.06947,RPL-S
910GBICKLEY-1001026-Bus-3,910GBICKLEY,Bus,3,0,51.39904,0.04665,Bus
910GBICKLEY-1001026-Entr-5,910GBICKLEY,Entr,5,0,51.40012,0.04524,Entr
910GBICKLEY-1001026-RLY-4,910GBICKLEY,RLY,4,0,51.40011,0.04503,RLY
910GBICKLEY-1001026-RPL1-1,910GBICKLEY,RPL1,1,-1,51.40005,0.04486,RPL1
910GBICKLEY-1001026-RPL2-2,910GBICKLEY,RPL2,2,-1,51.40015,0.04485,RPL2
910GBKRVS-1002272-Bus-6,910GBKRVS,Bus,6,0,51.51865,0.12017,Bus
910GBKRVS-1002272-FCEnt-3,910GBKRVS,FCEnt,3,0,51.51935,0.11663,FCEnt
910GBKRVS-1002272-RLY-5,910GBKRVS,RLY,5,0,51.51981,0.11653,RLY
910GBKRVS-1002272-RPL-1-4,910GBKRVS,RPL-1,4,1,51.52052,0.11691,RPL-1
910GBKRVS-1002272-RPL-2-2,910GBKRVS,RPL-2,2,1,51.52076,0.11692,RPL-2
910GBKRVS-1002272-RREnt-1,910GBKRVS,RREnt,1,0,51.51953,0.11596,RREnt
910GBNHAM-1000860-Bus-91,910GBNHAM,Bus,91,0,51.52341,-0.64623,Bus
910GBNHAM-1000860-Entr-90,910GBNHAM,Entr,90,0,51.5234,-0.64648,Entr
910GBNHAM-1000860-RLY-3,910GBNHAM,RLY,3,0,51.5235,-0.64637,RLY
910GBNHAM-1000860-RPL E-1,910GBNHAM,RPL E,1,1,51.5235,-0.64637,RPL E
910GBNHAM-1000860-RPL W-2,910GBNHAM,RPL W,2,1,51.52332,-0.64609,RPL W
910GBNHAM-1000860-UP-4,910GBNHAM,UP,4,0,51.52323,-0.64595,UP
910GBRBY-1001038-Bus-1,910GBRBY,Bus,1,0,51.54537,-0.20195,Bus
910GBRBY-1001038-Entr-3,910GBRBY,Entr,3,0,51.54525,-0.20193,Entr
910GBRBY-1001038-RLY-4,910GBRBY,RLY,4,0,51.54519,-0.2025,RLY
910GBRBY-1001038-RPL-E-2,910GBRBY,RPL-E,2,1,51.54509,-0.20257,RPL-E
910GBRBY-1001038-RPL-W-5,910GBRBY,RPL-W,5,1,51.54505,-0.20252,RPL-W
910GBRBYPK-1001039-BUS-3,910GBRBYPK,BUS,3,0,51.54067,-0.20958,BUS
910GBRBYPK-1001039-Entr-2,910GBRBYPK,Entr,2,0,51.54093,-0.2099,Entr
910GBRBYPK-1001039-RLY-4,910GBRBYPK,RLY,4,0,51.54034,-0.2105,RLY
910GBRBYPK-1001039-RPL-E-5,910GBRBYPK,RPL-E,5,1,51.54081,-0.21014,RPL-E
910GBRBYPK-1001039-RPL-W-1,910GBRBYPK,RPL-W,1,1,51.54073,-0.21005,RPL-W
910GBRENTX-1002310-BusE-9,910GBRENTX,BusE,9,0,51.56822,-0.22401,BusE
910GBRENTX-1002310-BusW-1,910GBRENTX,BusW,1,0,51.5678,-0.22647,BusW
910GBRENTX-1002310-EML-11,910GBRENTX,EML,11,1,51.56817,-0.22515,EML
910GBRENTX-1002310-EntE-6,910GBRENTX,EntE,6,0,51.56844,-0.2241,EntE
910GBRENTX-1002310-EntW-7,910GBRENTX,EntW,7,0,51.56793,-0.22621,EntW
910GBRENTX-1002310-FB-8,910GBRENTX,FB,8,2,51.56817,-0.22515,FB
910GBRENTX-1002310-RLY-5,910GBRENTX,RLY,5,2,51.56817,-0.22509,RLY
910GBRENTX-1002310-RPL1-2,910GBRENTX,RPL1,2,0,51.56829,-0.22487,RPL1
910GBRENTX-1002310-RPL2-3,910GBRENTX,RPL2,3,0,51.56793,-0.22489,RPL2
910GBRENTX-1002310-RPL3-4,910GBRENTX,RPL3,4,0,51.56787,-0.22489,RPL3
910GBRENTX-1002310-RPL4-10,910GBRENTX,RPL4,10,0,51.56738,-0.22491,RPL4
910GBROCKLY-1001035-Brdge-7,910GBROCKLY,Brdge,7,1,51.4642,-0.03799,Brdge
910GBROCKLY-1001035-Bus-4,910GBROCKLY,Bus,4,0,51.46388,-0.03622,Bus
910GBROCKLY-1001035-CEntr-2,910GBROCKLY,CEntr,2,0,51.46446,-0.03752,CEntr
910GBROCKLY-1001035-MEntr-5,910GBROCKLY,MEntr,5,0,51.46434,-0.03824,MEntr
910GBROCKLY-1001035-RLY-3,910GBROCKLY,RLY,3,1,51.46421,-0.03823,RLY
910GBROCKLY-1001035-RPL-N-6,910GBROCKLY,RPL-N,6,0,51.46402,-0.03797,RPL-N
910GBROCKLY-1001035-RPL-S-1,910GBROCKLY,RPL-S,1,0,51.46401,-0.03777,RPL-S
910GBROMLYS-1001037-Bridg-70,910GBROMLYS,Bridg,70,1,51.39994,0.0193,Bridg
910GBROMLYS-1001037-Bus-1,910GBROMLYS,Bus,1,1,51.40051,0.01692,Bus
910GBROMLYS-1001037-Con-71,910GBROMLYS,Con,71,1,51.40002,0.01742,Con
910GBROMLYS-1001037-Entr-90,910GBROMLYS,Entr,90,1,51.40002,0.0172,Entr
910GBROMLYS-1001037-RLY-4,910GBROMLYS,RLY,4,0,51.39997,0.01734,RLY
910GBROMLYS-1001037-RPL E-2,910GBROMLYS,RPL E,2,0,51.40005,0.01825,RPL E
910GBROMLYS-1001037-RPL W-3,910GBROMLYS,RPL W,3,0,51.39991,0.01823,RPL W
910GBRTWOOD-1000292-EntA-90,910GBRTWOOD,EntA,90,-1,51.61384,0.30015,EntA
910GBRTWOOD-1000292-EntK-6,910GBRTWOOD,EntK,6,0,51.61374,0.29929,EntK
910GBRTWOOD-1000292-FBdg-7,910GBRTWOOD,FBdg,7,0,51.61368,0.29939,FBdg
910GBRTWOOD-1000292-RLY-3,910GBRTWOOD,RLY,3,0,51.6136,0.29959,RLY
910GBRTWOOD-1000292-RPL-1-1,910GBRTWOOD,RPL-1,1,-1,51.6136,0.29959,RPL-1
910GBRTWOOD-1000292-RPL-2-2,910GBRTWOOD,RPL-2,2,-1,51.61362,0.29944,RPL-2
910GBRTWOOD-1000292-RPL-4-4,910GBRTWOOD,RPL-4,4,-1,51.6136,0.29957,RPL-4
910GBRUCGRV-1001040-Bus 1-1,910GBRUCGRV,Bus 1,1,0,51.5936,-0.06991,Bus 1
910GBRUCGRV-1001040-Bus 2-5,910GBRUCGRV,Bus 2,5,0,51.59463,-0.07046,Bus 2
910GBRUCGRV-1001040-Ent-N-7,910GBRUCGRV,Ent-N,7,0,51.59419,-0.07007,Ent-N
910GBRUCGRV-1001040-Ent-S-3,910GBRUCGRV,Ent-S,3,0,51.59411,-0.06983,Ent-S
910GBRUCGRV-1001040-RLY-4,910GBRUCGRV,RLY,4,0,51.59385,-0.06994,RLY
910GBRUCGRV-1001040-RPL-N-2,910GBRUCGRV,RPL-N,2,1,51.59351,-0.07017,RPL-N
910GBRUCGRV-1001040-RPL-S-6,910GBRUCGRV,RPL-S,6,1,51.59348,-0.07005,RPL-S
910GBTHNLGR-1001023-Entr-2,910GBTHNLGR,Entr,2,0,51.52389,-0.05948,Entr
910GBTHNLGR-1001023-RLY-3,910GBTHNLGR,RLY,3,0,51.52387,-0.05967,RLY
910GBTHNLGR-1001023-RPL-N-1,910GBTHNLGR,RPL-N,1,1,51.52384,-0.05992,RPL-N
910GBTHNLGR-1001023-RPL-S-4,910GBTHNLGR,RPL-S,4,1,51.52372,-0.05989,RPL-S
910GCAMHTH-1001044-Bus-1,910GCAMHTH,Bus,1,0,51.53253,-0.05759,Bus
910GCAMHTH-1001044-CAMBR-3,910GCAMHTH,CAMBR,3,0,51.53238,-0.05723,CAMBR
910GCAMHTH-1001044-RLY-5,910GCAMHTH,RLY,5,0,51.53233,-0.0576,RLY
910GCAMHTH-1001044-RPL-N-2,910GCAMHTH,RPL-N,2,1,51.53208,-0.05756,RPL-N
910GCAMHTH-1001044-RPL-S-4,910GCAMHTH,RPL-S,4,1,51.53211,-0.05735,RPL-S
910GCATFORD-1001053-Entr-4,910GCATFORD,Entr,4,0,51.44415,-0.02634,Entr
910GCATFORD-1001053-RLY-3,910GCATFORD,RLY,3,0,51.44437,-0.02619,RLY
910GCATFORD-1001053-RPL N-1,910GCATFORD,RPL N,1,1,51.44453,-0.02627,RPL N
910GCATFORD-1001053-RPL S-2,910GCATFORD,RPL S,2,1,51.44451,-0.02617,RPL S
910GCFPK-1001076-Bus-1,910GCFPK,Bus,1,0,51.45457,-0.03742,Bus
910GCFPK-1001076-EntB-5,910GCFPK,EntB,5,1,51.45536,-0.03686,EntB
910GCFPK-1001076-EntL-7,910GCFPK,EntL,7,0,51.45454,-0.03466,EntL
910GCFPK-1001076-EntM-6,910GCFPK,EntM,6,0,51.45426,-0.0351,EntM
910GCFPK-1001076-FBdg-8,910GCFPK,FBdg,8,1,51.45533,-0.03677,FBdg
910GCFPK-1001076-RLY-4,910GCFPK,RLY,4,0,51.45522,-0.03683,RLY
910GCFPK-1001076-RPL-N-2,910GCFPK,RPL-N,2,0,51.45512,-0.03674,RPL-N
910GCFPK-1001076-RPL-S-3,910GCFPK,RPL-S,3,0,51.45521,-0.03665,RPL-S
910GCHDWLHT-1001055-Bus-1,910GCHDWLHT,Bus,1,0,51.56826,0.12985,Bus
910GCHDWLHT-1001055-EntS-3,910GCHDWLHT,EntS,3,0,51.56807,0.1297,EntS
910GCHDWLHT-1001055-FBdg-6,910GCHDWLHT,FBdg,6,0,51.5682,0.12992,FBdg
910GCHDWLHT-1001055-RLY-4,910GCHDWLHT,RLY,4,0,51.56797,0.12946,RLY
910GCHDWLHT-1001055-RPL1-2,910GCHDWLHT,RPL1,2,-1,51.56799,0.12943,RPL1
910GCHDWLHT-1001055-RPL2-5,910GCHDWLHT,RPL2,5,-1,51.56809,0.12939,RPL2
910GCHDWLHT-1001055-RPL3-7,910GCHDWLHT,RPL3,7,-1,51.56811,0.13006,RPL3
910GCHESHNT-1001532-BRDGE-7,910GCHESHNT,BRDGE,7,1,51.70286,-0.02379,BRDGE
910GCHESHNT-1001532-Bus-3,910GCHESHNT,Bus,3,0,51.70286,-0.02176,Bus
910GCHESHNT-1001532-EntrM-2,910GCHESHNT,EntrM,2,0,51.70292,-0.02425,EntrM
910GCHESHNT-1001532-EntrW-6,910GCHESHNT,EntrW,6,0,51.70315,-0.02361,EntrW
910GCHESHNT-1001532-RLY-5,910GCHESHNT,RLY,5,0,51.70287,-0.02396,RLY
910GCHESHNT-1001532-RPL-N-1,910GCHESHNT,RPL-N,1,0,51.7025,-0.02409,RPL-N
910GCHESHNT-1001532-RPL-S-4,910GCHESHNT,RPL-S,4,0,51.70249,-0.02392,RPL-S
910GCHINGFD-1001063-Bus-1,910GCHINGFD,Bus,1,0,51.6336,0.01031,Bus
910GCHINGFD-1001063-Entr-3,910GCHINGFD,Entr,3,0,51.63349,0.0101,Entr
910GCHINGFD-1001063-RLY-4,910GCHINGFD,RLY,4,0,51.63308,0.0099,RLY
910GCHINGFD-1001063-RPL-2,910GCHINGFD,RPL,2,0,51.63327,0.01011,RPL
910GCLAPTON-1001070-Bus-1,910GCLAPTON,Bus,1,0,51.56203,-0.05746,Bus
910GCLAPTON-1001070-RLY-5,910GCLAPTON,RLY,5,1,51.56164,-0.05702,RLY
910GCLAPTON-1001070-RPL-N-2,910GCLAPTON,RPL-N,2,-1,51.56176,-0.05682,RPL-N
910GCLAPTON-1001070-RPL-S-4,910GCLAPTON,RPL-S,4,-1,51.5617,-0.0567,RPL-S
910GCLAPTON-1001070-UPPER-3,910GCLAPTON,UPPER,3,0,51.56145,-0.05721,UPPER
910GCLDNNRB-1001043-Bus-1,910GCLDNNRB,Bus,1,0,51.54245,-0.11734,Bus
910GCLDNNRB-1001043-Entr-3,910GCLDNNRB,Entr,3,0,51.54317,-0.11563,Entr
910GCLDNNRB-1001043-RLY-4,910GCLDNNRB,RLY,4,1,51.54354,-0.11517,RLY
910GCLDNNRB-1001043-RPL-2,910GCLDNNRB,RPL,2,0,51.54344,-0.11559,RPL
910GCLPHHS-1001068-Entr-2,910GCLPHHS,Entr,2,0,51.46508,-0.13199,Entr
910GCLPHHS-1001068-RLY-4,910GCLPHHS,RLY,4,-1,51.46522,-0.1318,RLY
910GCLPHHS-1001068-RPL-E-3,910GCLPHHS,RPL-E,3,1,51.46556,-0.13222,RPL-E
910GCLPHHS-1001068-RPL-W-1,910GCLPHHS,RPL-W,1,1,51.4655,-0.13228,RPL-W
910GCMDNRD-1001045-Bus-1,910GCMDNRD,Bus,1,0,51.54177,-0.13836,Bus
910GCMDNRD-1001045-Entr-90,910GCMDNRD,Entr,90,0,51.54169,-0.1386,Entr
910GCMDNRD-1001045-RLY-4,910GCMDNRD,RLY,4,0,51.54179,-0.1387,RLY
910GCMDNRD-1001045-RPL E-2,910GCMDNRD,RPL E,2,1,51.5419,-0.13909,RPL E
910GCMDNRD-1001045-RPL W-3,910GCMDNRD,RPL W,3,1,51.54178,-0.13913,RPL W
910GCMDNRD-1001045-Subwy-70,910GCMDNRD,Subwy,70,0,51.54179,-0.1387,Subwy
910GCNNB-1001048-Bus-7,910GCNNB,Bus,7,0,51.54928,-0.09266,Bus
910GCNNB-1001048-Entr-2,910GCNNB,Entr,2,0,51.54872,-0.09195,Entr
910GCNNB-1001048-RLY-6,910GCNNB,RLY,6,0,51.54873,-0.09219,RLY
910GCNNB-1001048-RPL 1-1,910GCNNB,RPL 1,1,-1,51.54859,-0.09286,RPL 1
910GCNNB-1001048-RPL 2-3,910GCNNB,RPL 2,3,-1,51.54867,-0.0929,RPL 2
910GCNNB-1001048-RPL 3-4,910GCNNB,RPL 3,4,-1,51.54855,-0.09301,RPL 3
910GCNNB-1001048-RPL 4-5,910GCNNB,RPL 4,5,-1,51.54865,-0.09305,RPL 4
910GCOLSDNS-1001072-BRIDG-5,910GCOLSDNS,BRIDG,5,2,51.31569,-0.13804,BRIDG
910GCOLSDNS-1001072-Bus-1,910GCOLSDNS,Bus,1,0,51.31642,-0.13788,Bus
910GCOLSDNS-1001072-EntrB-3,910GCOLSDNS,EntrB,3,0,51.31605,-0.13827,EntrB
910GCOLSDNS-1001072-EntrR-6,910GCOLSDNS,EntrR,6,0,51.31524,-0.1374,EntrR
910GCOLSDNS-1001072-RPLN-2,910GCOLSDNS,RPLN,2,1,51.31588,-0.13799,RPLN
910GCOLSDNS-1001072-RPLS-4,910GCOLSDNS,RPLS,4,1,51.31582,-0.13784,RPLS
910GCRKLWD-1001075-Bus-1,910GCRKLWD,Bus,1,0,51.55925,-0.21218,Bus
910GCRKLWD-1001075-Entr-3,910GCRKLWD,Entr,3,0,51.55832,-0.21236,Entr
910GCRKLWD-1001075-RPL1-2,910GCRKLWD,RPL1,2,1,51.5587,-0.21277,RPL1
910GCRKLWD-1001075-RPL2-4,910GCRKLWD,RPL2,4,1,51.55857,-0.21302,RPL2
910GCRKLWD-1001075-RPL3-5,910GCRKLWD,RPL3,5,1,51.55846,-0.21318,RPL3
910GCRLN-1001058-EntC-6,910GCRLN,EntC,6,0,51.48697,0.0318,EntC
910GCRLN-1001058-EntD-5,910GCRLN,EntD,5,0,51.48654,0.03136,EntD
910GCRLN-1001058-EntT-4,910GCRLN,EntT,4,0,51.48709,0.03104,EntT
910GCRLN-1001058-FBdg-7,910GCRLN,FBdg,7,0,51.48691,0.03149,FBdg
910GCRLN-1001058-RLY-1,910GCRLN,RLY,1,-1,51.48681,0.03108,RLY
910GCRLN-1001058-RPL-E-2,910GCRLN,RPL-E,2,-1,51.48686,0.03083,RPL-E
910GCRLN-1001058-RPL-W-3,910GCRLN,RPL-W,3,-1,51.48671,0.03089,RPL-W
910GCROUCHH-1001077-Bus-3,910GCROUCHH,Bus,3,0,51.57111,-0.11719,Bus
910GCROUCHH-1001077-EntrE-5,910GCROUCHH,EntrE,5,0,51.57141,-0.11769,EntrE
910GCROUCHH-1001077-EntrW-2,910GCROUCHH,EntrW,2,0,51.57116,-0.11714,EntrW
910GCROUCHH-1001077-RLY-6,910GCROUCHH,RLY,6,0,51.5712,-0.1174,RLY
910GCROUCHH-1001077-RPL-E-4,910GCROUCHH,RPL-E,4,-1,51.5717,-0.1166,RPL-E
910GCROUCHH-1001077-RPL-W-1,910GCROUCHH,RPL-W,1,-1,51.57159,-0.11647,RPL-W
910GCRPNDPK-1001049-Entr-2,910GCRPNDPK,Entr,2,0,51.62877,-0.38582,Entr
910GCRPNDPK-1001049-RLY-4,910GCRPNDPK,RLY,4,1,51.62836,-0.38587,RLY
910GCRPNDPK-1001049-RPL-1,910GCRPNDPK,RPL,1,1,51.62808,-0.38554,RPL
910GCRSHLTN-1001051-BusNS-1,910GCRSHLTN,BusNS,1,0,51.36841,-0.16501,BusNS
910GCRSHLTN-1001051-BusW-4,910GCRSHLTN,BusW,4,0,51.36858,-0.16756,BusW
910GCRSHLTN-1001051-Entr-3,910GCRSHLTN,Entr,3,0,51.36821,-0.16705,Entr
910GCRSHLTN-1001051-FOT-7,910GCRSHLTN,FOT,7,2,51.36836,-0.16708,FOT
910GCRSHLTN-1001051-RPLE-5,910GCRSHLTN,RPLE,5,1,51.36857,-0.16691,RPLE
910GCRSHLTN-1001051-RPLW-2,910GCRSHLTN,RPLW,2,1,51.36853,-0.1669,RPLW
910GCRSHLTN-1001051-SUB-6,910GCRSHLTN,SUB,6,-1,51.36849,-0.16716,SUB
910GCTMSLNK-1001067-Bus-1,910GCTMSLNK,Bus,1,0,51.51669,-0.10342,Bus
910GCTMSLNK-1001067-HOLBO-3,910GCTMSLNK,HOLBO,3,0,51.51651,-0.10325,HOLBO
910GCTMSLNK-1001067-LUDHI-4,910GCTMSLNK,LUDHI,4,0,51.51407,-0.10402,LUDHI
910GCTMSLNK-1001067-RLY-8,910GCTMSLNK,RLY,8,0,51.51423,-0.10375,RLY
910GCTMSLNK-1001067-RPL-N-2,910GCTMSLNK,RPL-N,2,-2,51.51396,-0.10386,RPL-N
910GCTMSLNK-1001067-RPL-S-7,910GCTMSLNK,RPL-S,7,-2,51.51402,-0.10357,RPL-S
910GCTMSLNK-1001067-UGHV-5,910GCTMSLNK,UGHV,5,-1,51.51672,-0.10337,UGHV
910GCTMSLNK-1001067-UGLH-6,910GCTMSLNK,UGLH,6,0,51.51408,-0.10394,UGLH
910GDALS-1001568-BUS D-7,910GDALS,BUS D,7,0,51.54489,-0.07592,BUS D
910GDALS-1001568-BusG-3,910GDALS,BusG,3,0,51.54624,-0.07324,BusG
910GDALS-1001568-BusL-4,910GDALS,BusL,4,0,51.54682,-0.07567,BusL
910GDALS-1001568-EntrD-1,910GDALS,EntrD,1,0,51.54618,-0.07526,EntrD
910GDALS-1001568-EntrR-5,910GDALS,EntrR,5,0,51.54541,-0.07527,EntrR
910GDALS-1001568-RLY-6,910GDALS,RLY,6,0,51.54541,-0.07527,RLY
910GDALS-1001568-RPL-2,910GDALS,RPL,2,-1,51.54609,-0.07517,RPL
910GDALSKLD-1001081-Bus-3,910GDALSKLD,Bus,3,0,51.54842,-0.07546,Bus
910GDALSKLD-1001081-Entr-2,910GDALSKLD,Entr,2,0,51.54822,-0.0757,Entr
910GDALSKLD-1001081-RLY-5,910GDALSKLD,RLY,5,0,51.54822,-0.07587,RLY
910GDALSKLD-1001081-RPL-E-1,910GDALSKLD,RPL-E,1,-1,51.54831,-0.07636,RPL-E
910GDALSKLD-1001081-RPL-W-4,910GDALSKLD,RPL-W,4,-1,51.54822,-0.07636,RPL-W
910GDARTFD-1001082-Bus-6,910GDARTFD,Bus,6,0,51.4466,0.21829,Bus
910GDARTFD-1001082-Entr-4,910GDARTFD,Entr,4,0,51.44747,0.2181,Entr
910GDARTFD-1001082-FBdg-5,910GDARTFD,FBdg,5,1,51.44772,0.21854,FBdg
910GDARTFD-1001082-RLY-3,910GDARTFD,RLY,3,0,51.44777,0.2184,RLY
910GDARTFD-1001082-RPL1-1,910GDARTFD,RPL1,1,0,51.44773,0.21821,RPL1
910GDARTFD-1001082-RPL2-2,910GDARTFD,RPL2,2,0,51.44788,0.21839,RPL2
910GDENMRKH-1001083-Bus-1,910GDENMRKH,Bus,1,0,51.46789,-0.08922,Bus
910GDENMRKH-1001083-Entr-3,910GDENMRKH,Entr,3,0,51.46817,-0.08985,Entr
910GDENMRKH-1001083-RLY-6,910GDENMRKH,RLY,6,0,51.46825,-0.08968,RLY
910GDENMRKH-1001083-RPL1-2,910GDENMRKH,RPL1,2,-1,51.46825,-0.08929,RPL1
910GDENMRKH-1001083-RPL23-4,910GDENMRKH,RPL23,4,-1,51.46823,-0.08927,RPL23
910GDENMRKH-1001083-RPL4-5,910GDENMRKH,RPL4,5,-1,51.46828,-0.0893,RPL4
910GDEPTFD-1001084-Entr-4,910GDEPTFD,Entr,4,0,51.47902,-0.0261,Entr
910GDEPTFD-1001084-RLY-3,910GDEPTFD,RLY,3,0,51.4789,-0.02617,RLY
910GDEPTFD-1001084-RPL-E-2,910GDEPTFD,RPL-E,2,1,51.47898,-0.02657,RPL-E
910GDEPTFD-1001084-RPL-W-1,910GDEPTFD,RPL-W,1,1,51.47891,-0.0266,RPL-W
910GDEPTFD-1001084-UP-5,910GDEPTFD,UP,5,0,51.47895,-0.02641,UP
910GEDMNGRN-1001092-Bus-1,910GEDMNGRN,Bus,1,0,51.6252,-0.06204,Bus
910GEDMNGRN-1001092-Entr-3,910GEDMNGRN,Entr,3,0,51.62492,-0.06087,Entr
910GEDMNGRN-1001092-RLY-5,910GEDMNGRN,RLY,5,0,51.62497,-0.06114,RLY
910GEDMNGRN-1001092-RPL-N-2,910GEDMNGRN,RPL-N,2,1,51.62452,-0.06148,RPL-N
910GEDMNGRN-1001092-RPL-S-4,910GEDMNGRN,RPL-S,4,1,51.62449,-0.06129,RPL-S
910GELTR-1001096-Bus-1,910GELTR,Bus,1,0,51.65327,-0.27951,Bus
910GELTR-1001096-EntM-6,910GELTR,EntM,6,0,51.653,-0.27959,EntM
910GELTR-1001096-EntP-7,910GELTR,EntP,7,0,51.65318,-0.27982,EntP
910GELTR-1001096-FBdg-8,910GELTR,FBdg,8,1,51.65261,-0.27987,FBdg
910GELTR-1001096-RLY-5,910GELTR,RLY,5,0,51.65272,-0.27998,RLY
910GELTR-1001096-RPL3-4,910GELTR,RPL3,4,0,51.6528,-0.28029,RPL3
910GELTR-1001096-RPL-N-3,910GELTR,RPL-N,3,0,51.65286,-0.28018,RPL-N
910GELTR-1001096-RPL-S-2,910GELTR,RPL-S,2,0,51.65297,-0.27994,RPL-S
910GEMRSPKH-1001098-Bus-1,910GEMRSPKH,Bus,1,0,51.56908,0.2196,Bus
910GEMRSPKH-1001098-Entr-3,910GEMRSPKH,Entr,3,0,51.56904,0.2197,Entr
910GEMRSPKH-1001098-RLY-4,910GEMRSPKH,RLY,4,0,51.56864,0.22011,RLY
910GEMRSPKH-1001098-RPL-2,910GEMRSPKH,RPL,2,-1,51.56871,0.22049,RPL
910GENFLDTN-1001101-Bus-1,910GENFLDTN,Bus,1,0,51.65238,-0.07842,Bus
910GENFLDTN-1001101-BusH-4,910GENFLDTN,BusH,4,0,51.6529,-0.08053,BusH
910GENFLDTN-1001101-Entr-3,910GENFLDTN,Entr,3,0,51.65213,-0.07963,Entr
910GENFLDTN-1001101-RLY-5,910GENFLDTN,RLY,5,0,51.65202,-0.07933,RLY
910GENFLDTN-1001101-RPL-2,910GENFLDTN,RPL,2,0,51.65176,-0.07888,RPL
910GESTFLDS-1001555-Bus-2,910GESTFLDS,Bus,2,0,51.40803,-0.15415,Bus
910GESTFLDS-1001555-Ent1-5,910GESTFLDS,Ent1,5,0,51.40792,-0.1547,Ent1
910GESTFLDS-1001555-Ent2-9,910GESTFLDS,Ent2,9,0,51.4071,-0.15489,Ent2
